raw_path	hash	last_modified	wiki_paths	batch_id	compile_time	status
raw/posts/2021/2021-06-23-connect-pod-via-port-forwarding.md	5bc4ad9e1a0195b271d915f30ea5f9616bb16afb30e772857e393e483937b0b8	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-06-24-labels-and-label-selectors-in-kubernetes.md	d0ba5edd3f39187f8e0e77ca0d85d328c1c4f931a01e6b075ac5212962f91056	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-06-25-annotations-in-kubernetes.md	e86915335a17075fd1ffab7c8a9333c215aabbae5e3116ce6bb3d61cd07fe6c1	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-06-26-namespaces-in-kubernetes.md	14feb95a6260ef3bdfd7deeb5a10f0cce8ac91e019cd4a0eea6b3a59e8204fff	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-06-27-replicationcontroller-and-replicaset-in-kubernetes.md	47d5b6305b4e8000cb3012e44d1637aa81f9bc4fc80c4537a07f3cd3d95467f1	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-06-28-daemonset-in-kubernetes.md	939c38cfcc798c3e4fa6ea05deec8edf6dbb4b9a42823ebd9e177739494b9398	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-06-29-job-and-cronjob-in-kubernetes.md	b07bcd81dd88be348211e7fcc2f74e03d843f5a85b27a73f2b5e95267f39f004	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-06-30-create-a-job-based-on-a-template.md	d77eb0de50997b3c06b82cd168e5dd440965ec5f3927c0d09aea85a3e3c980dc	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-01-service-in-kubernetes.md	eac68205ffac91b094b6f7a16f29eb145c24574476f1fb4549d6b40cef4c345a	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-02-taint-and-toleration-in-kubernetes.md	e6a99b8124ba304953e824d8db5517eeb453f0640125f764bc67ef78dd5c9130	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-03-node-affinity-and-pod-affinity-in-kubernetes.md	5936b56003433e124cce2098f312bd7900552c338d8b3fed865804700dd0ecbb	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-06-how-to-restore-accidentally-deleted-nodes-in-kubernetes.md	49c7a7abeed359c14ee6f8a03cdad159a0b5f5730b31a4ce98e8a2617c1f1903	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-11-security-protection-of-kubernetes-api-server.md	c758b586f1196d81156cb81e77dfcf541a45ebe89dd9b2e0c0df750571289c1c	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-15-install-ingress-on-kubernetes.md	f3984942d7f13b79e32932ae494f3de0a970430ad2506b38e88e9965cde0d5ec	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-19-minikube.md	20bdbb4d2118e531c3f8630293cdf2bd72f1025a3751912eb17bc7bf82c5e7f1	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-21-kubernetes-jsonpath-practice.md	4437c70b14e8fda14102cfc8365303aa27298808ad71698519ddfc2529b47aa8	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-29-computing-resource-management-in-kubernetes.md	0e974d77b366676ef523052a182329410446801ccde45ab3e03ed2db134c7bc	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-07-31-multi-tenancy-in-kubernetes.md	1191f1a0145727884f75753647b51d7b7a265ba633553815decc664b0e2ac432	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-10-22-install-kubernetes-1_21_5.md	810d445387210d7875e1ccaefa2f60a31c8fe6dbfbd8654c3716f74593b75ed0	2026-07-21	wiki/practices/Kubernetes-编排.md	42-43	2026-07-21	done
raw/posts/2021/2021-10-23-install-kubernetes-dashboard.md	30ec9a07baabd3c9256b2e26a4e2621bfc4607875d1bc6478561c1c8a2ff2cb4	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2021/2021-12-01-configure-the-scheduling-strategy-of-the-scheduler-in-kubernetes.md	1b19dde819ed601335c2981d297a354a0e497a5bd68ea76b7f98092efa48b342	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2022/2022-11-16-ai-platform.md	3385dbc6557072939fc690d55573cdd2558b314f623be1775a80e0726304a489	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2023/2023-01-03-install-kubernetes-1_26_0.md	f96706636bab2065cc194e072472dcfa3b6900cd3985bb1adb334173cc5b6857	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2023/2023-07-03-dynamically-create-nfs-persistent-volumes-using-storageclass.md	efc2c611e05b10deb536c56b1611864743a1a50944f7c4d79f614a3a10e52f6c	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2023/2023-07-06-elastic-cloud-on-kubernetes-quickstart.md	2c4a9ced84d254791b7ad07d7e5eb20b53dc430014f1fbd6257a43dedcd5bde6	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2023/2023-07-11-deploy-prometheus-and-grafana-on-kubernetes-with-the-prometheus-operator.md	3b457f083c551abec8263464e729595de619ff0fa423b024854ed267ede626be	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2023/2023-07-13-deploy-mysql-on-kubernetes.md	a1e60e6632e2793059739199b88f4bc9135cde9247943eeb2173810cb08fa389	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2023/2023-07-21-velero-backup-and-migrate-kubernetes-resources-and-persistent-volumes.md	275a131afc48d55d8489700113c334593349fe25d8524b0d0b91daa38f937a3d	2026-07-21	wiki/practices/Kubernetes-编排.md	44-45	2026-07-21	done
raw/posts/2018/2018-12-26-open-ssh-service.md	6f759cfd8af3b053da8d7f60e660d65d450908a7e4c7db21cb3d9b125c11854b	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2018/2018-12-26-mac-remote-connect-ubuntu-desktop.md	140e05db1a4b3791d6122039563342d5ca09a05b3c5f2b0a767df6a08d84b81e	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2019/2019-04-12-linux-system-network-configuration.md	591593a6be7d2d3bb8f0b996b2b0d6b9d6c4cb8c3e4c5e6b7a8f9e0d1c2b3e4f	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2019/2019-05-19-install-input-method-on-linux.md	6f9512f7b3e7e2c5f8d4c9a0b1e2f3d4c5b6a7980e1d2c3b4a5f6e7d8c9b0a1f	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2020/2020-06-13-ssh-login-with-key.md	84ba9ec8a7b6c5d4e3f2a1b0c9d8e7f6a5b4c3d2e1f0a9b8c7d6e5f4a3b2c1d0	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2020/2020-06-14-linux-set-time-zone.md	9ff9150b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2020/2020-09-03-disk-partition-format-mount.md	4c36fc47a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2020/2020-09-10-nfs-configuration.md	43535722a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2020/2020-10-16-create-local-ubuntu-repository.md	8302e719a5b6c7d8e9f0a1b2c3d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
raw/posts/2020/2020-10-17-install-docker-on-ubuntu.md	9c7a1a4bb8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c7d8e9f0a1b2c3d4e5f6	2026-07-21	wiki/practices/Linux-与系统管理.md	75-76	2026-07-21	done
